,_HP_LLC_MAX,_HP_LLC_MEAN,_HP_LLC_MIN,_HP_MB_MAX,_HP_MB_MEAN,_HP_MB_MIN,_LP_LLC_MAX,_LP_LLC_MEAN,_LP_LLC_MIN,_LP_MB_MAX,_LP_MB_MEAN,_LP_MB_MIN,hp_instance,lp_instance,hp_llc,lp_llc,hp_workload,lp_workload,hp_mba,lp_mba,score,socket_IDI_MISC.WB_UPGRADE,hp_core_MEM_LOAD_RETIRED.L3_HIT,hp_core_MEM_LOAD_L3_HIT_RETIRED.XSNP_HIT,hp_core_IDI_MISC.WB_UPGRADE,hp_core_IDI_MISC.WB_DOWNGRADE,hp_core_MEM_LOAD_L3_HIT_RETIRED.XSNP_HITM,lp_core_metric_L2 misses trigger SFBINV exclusive forward line,lp_core_metric_L2 misses trigger SFBINV mod line,hp_core_xnps_hit_to_miss,hp_core_MEM_LOAD_L3_HIT_RETIRED.XSNP_MISS,lp_core_MEM_LOAD_L3_HIT_RETIRED.XSNP_HITM,lp_core_MEM_LOAD_L3_HIT_RETIRED.XSNP_HIT,system_metric_L3_hit_rate_pct,lp_core_metric_L2 % of L2 evictions that are NOT allocated into L3,system_metric_CHA % cyles Fast asserted,lp_core_MEM_LOAD_L3_HIT_RETIRED.XSNP_MISS,hp_core_metric_L2 misses trigger SFBINV exclusive forward line,hp_core_metric_L2 misses trigger SFBINV mod line,hp_core_metric_L2 % of L2 evictions that are NOT allocated into L3,system_metric_memory bandwidth total (MB/sec),hp_core_metric_L2_hit_rate_pct,hp_core_metric_L3_hit_rate_pct,lp_core_metric_L2_hit_rate_pct,lp_core_metric_L3_hit_rate_pct,system_UNC_M_RPQ_OCCUPANCY,system_UNC_M_RPQ_INSERTS,system_UNC_M_WPQ_INSERTS,system_UNC_M_WPQ_OCCUPANCY,system_metric_memory WPQ write latency (ns),system_metric_memory RPQ read latency (cycle)
rdt24_3211111specjbbstream10010.sh,24640,15543.872705,896,20249.5,12426.6282742,0,37408,22377.380661,13552,37408,20166.4891065,0,24,32,11,11,specjbb,stream,100,10,563991.37,237358875.4543156,12629024.6243,14155.3161036,19219994.7119,12849034.0186,184444.521392,0.0869632408887,0.058304405123,,1381.38246225,5719.70536431,123.749367594,73.18852001375839,96.99499686700001,0.00597713832503455,84.7002924821,0.0193256826883,0.0359607380631,37.0139513539,55619.39266554543,54.1250957968,72.2325372514,25.9778273308,71.9487286744,42568151291.80354,613439757.4682412,274576388.856839,114524467649.8017,649.1459219821422,70.29841787902075
rdt24_3211111specjbbstream100100.sh,28896,5987.14529915,1008,13074,7446.49181929,0,37856,32665.8461538,10416,37856,47282.5982906,0,24,32,11,11,specjbb,stream,100,100,222991.86,54294192.67513184,2825972.32456,3925.18338711,3698246.8215,7708092.40652,92594.1093758,0.0385619876746,0.026861664224,,330.232413258,6623.53713539,148.495325192,65.98210026982329,97.8400590168,71.4740871280858,143.906372667,0.120876585848,0.118485900948,61.6628739292,92868.93170991527,53.6429570489,41.9803529243,41.5320944397,76.03441575020001,236466612003.1572,1051045830.486605,440948076.4496797,211471524738.1645,767.4509925407153,234.5159292242212
rdt24_3211111specjbbstream10020.sh,21280,11017.2631579,896,18156.9,13076.2926561,0,37632,27396.9547124,11648,37632,30037.6511628,0,24,32,11,11,specjbb,stream,100,20,489029.52,184844014.4204988,9761843.4874,10819.8617995,14707660.4208,13150994.9214,158814.972166,0.0672837119797,0.04534464276319999,,833.377541795,5605.78479621,121.072300101,70.51947872397083,97.35218695399999,0.002140845631409868,99.9584842026,0.0315990236781,0.0509661606758,43.4785997554,72493.09876994518,53.2654547786,64.4484293352,27.7238984444,75.0514794534,100531923085.79,801842897.2547165,344063290.5369484,199865339494.4961,945.6300745943381,127.4765352508804
rdt24_3211111specjbbstream10030.sh,21504,8109.59413203,784,14728.2,9883.73826406,0,38528,30560.1173594,17584,38528,42537.2370416,0,24,32,11,11,specjbb,stream,100,30,332364.61,99110271.20084122,5452733.66341,6416.08478114,7560762.13415,10493676.9945,99481.21913330001,0.05086544776309999,0.034982628061,,546.4529296569999,5868.2925547,119.132929193,59.1680968871143,97.8768494379,3.757293273843988,107.535611107,0.0633164411744,0.0770471819208,53.67256103899999,89466.54515775591,53.7773559854,53.2954384489,40.2083650731,61.79928066479999,205527330693.2394,1007598299.879857,427043599.3102202,215649982377.2419,825.9918213109622,210.8111346326655
rdt24_3211111specjbbstream10040.sh,20720,6134.29059829,336,14015.8,7723.74175824,0,38752,32464.5470085,16688,38752,47091.4355311,0,24,32,11,11,specjbb,stream,100,40,241619.16,61169379.85957,3125196.27163,3628.3396939,4252254.54912,8107315.52233,92744.6637757,0.039211724846,0.0273123587078,,266.950845444,5751.08339827,117.556930077,65.45907612856897,97.78851407270001,36.97716109732254,129.41480316,0.106423058876,0.108364131528,60.0198064906,93482.14063435313,53.888043239,43.6302282408,38.9217032725,75.87380707199999,243887096935.5659,1056656314.796059,449145428.984005,215309933804.3896,772.3296676441811,241.2547492752744
rdt24_3211111specjbbstream10050.sh,22064,6310.01709402,784,12762.3,7605.896825399999,0,38304,32465.0940171,16688,38304,47076.99120880001,0,24,32,11,11,specjbb,stream,100,50,235320.71,59461374.34192833,3102219.26518,5248.23830819,4137661.36142,7976329.62539,98810.8414335,0.0382219782916,0.0268213237725,,413.759102153,5673.69708265,121.992610989,66.37473318670575,97.84217064399999,48.60843596717135,118.118723179,0.10333960779,0.105511893035,60.2285996148,93175.33843797256,53.2769497136,43.5947525482,40.38176579949999,74.5120160554,240045566351.4742,1053713065.192261,439759514.3955159,213081679681.0217,766.3609496678557,236.6992299384318
rdt24_321111specjbbstream10010.sh,36064,31644.3182375,10528,10768.2,4419.23476132,0,24192,4748.96450428,2240,24192,11427.0062424,0,24,32,11,1,specjbb,stream,100,10,260137.91,108207625.2417956,5472247.11169,4528.61010778,8872126.6455,5530365.71861,78731.9098813,0.0674722661574,0.0470846693669,,628.756396376,7730.65478163,156.848647713,68.86747849015666,97.84367536100001,20.06799247738818,144.228350989,0.0256592450568,0.0372082982667,33.4028597125,35314.94884530537,55.7907951561,68.1229765436,31.2293515448,66.4263005538,20687824933.6346,381716122.4441075,166664176.1372534,45494615603.48186,445.8857853185011,55.13585378341057
rdt24_321111specjbbstream100100.sh,35728,31216.23471879999,16016,5470.5,1690.900978,0,14112,5416.93887531,2240,14112,9129.07298289,0,24,32,11,1,specjbb,stream,100,100,92051.88,35686396.65304527,1931600.97509,1333.88194162,2883418.52835,2140156.81858,27876.6131598,0.0410886165202,0.0308040951889,,284.436604876,7085.56579427,145.050209527,65.25763314097006,98.2152268647,25.35760709244729,145.43686688,0.0504355092425,0.0682754031946,36.4649089185,30953.82222635873,55.692051997,63.5898182569,50.4104424659,63.9718170742,28956460933.98089,326959426.0733817,157932918.1568733,56500200532.02305,585.1558965445408,85.19656457311373
rdt24_321111specjbbstream10020.sh,36064,31485.6919315,23072,9107.4,3087.28312958,0,13776,4962.22982885,2464,13776,10375.4355746,0,24,32,11,1,specjbb,stream,100,20,175052.03,70249271.66741484,3696549.84809,3284.74892418,5726543.51026,3868432.67351,60185.2001758,0.0560095352337,0.0388345376367,,449.083667767,7875.45967833,158.775312806,66.740695163406,97.94854875120001,28.08793641278306,138.954047341,0.0379500543435,0.0389606301274,34.7964400271,33024.72795959774,53.4549120141,66.2606378771,32.255130778,64.535948103,18282829090.61293,330065340.2340658,153038373.6720597,46004420932.75297,456.9287912146759,55.82306777350529
rdt24_321111specjbbstream10030.sh,35280,31179.8678091,16128,7527.2,2714.82117503,0,15792,5391.21664627,2688,15792,11420.3618115,0,24,32,11,1,specjbb,stream,100,30,161093.59,66478667.36041279,3489632.02407,2487.22323543,5434546.399209999,3501855.8898,56103.5808834,0.05422715807999999,0.0386796961506,,403.489492512,6755.29619983,132.148973201,61.21402788518348,98.2117298385,17.88992677238523,141.240607665,0.0259400089049,0.03719180185480001,34.2233360718,31719.3027967896,53.7235833406,68.5664536028,36.9786102777,34.6857711142,20302783989.28681,335948263.8176502,157251977.221304,49465542167.63588,527.9437737850163,60.62426233129904
